,date,id,geometry,dis,ac_dis,lon,lat,time,u10,v10,t2m,skt,slhf,sshf,ssrd,strd,tp,d2m,sp,Time,t2m_i,skt_i,slhf_,sshf_,ssrd_,strd_,slhf_i,sshf_i,ssrd_i,strd_i,tp_,tp_i,v10_i,u10_i,d2m_i,sp_i
0,1959-02-22 09:00:00,0,POINT Z (14.14222 66.31375 0),0.0,0.0,14.14222,66.31375,00:00.0,1.5809565782546997,0.2646494507789612,265.1148376464844,259.63623046875,65039.27734375,162110.0625,445223.90625,6753704.0,0.000159889183123596,264.1918029785156,96257.1484375,1959-02-22 09:00:00,265.1148376464844,259.63623046875,65039.27734375,162110.0625,445223.90625,6753704.0,1.0652788628472223,6.015555555555555,146.52221354166667,227.39333333333335,0.000159889183123596,-2.633407711982727e-05,0.2646494507789612,1.5809565782546997,264.1918029785156,96257.1484375
1,1959-02-22 10:00:00,274,POINT Z (13.80882 66.17607 0),0.365432342,26.48399232,13.80882,66.17607,00:03.9,1.6425466537475586,-0.016219422221183777,266.1672668457031,260.9372253417969,68874.28125,183766.0625,972703.875,7572320.0,0.00013355510600376874,263.97662353515625,96871.0390625,1959-02-22 10:00:00,266.1672668457031,260.9372253417969,68874.28125,183766.0625,972703.875,7572320.0,1.0652788628472223,6.015555555555555,146.52221354166667,227.39333333333335,0.00013355510600376874,-2.633407711982727e-05,-0.016219422221183777,1.6425466537475586,263.97662353515625,96871.0390625
2,1959-02-22 11:00:00,454,POINT Z (13.55049 66.0526 0),0.096933112,52.93401758,13.55049,66.0526,00:03.3,1.4248886108398438,-0.28389686346054077,266.44476318359375,261.8511657714844,68874.28125,213969.5625,1660776.875,8259341.0,0.0001467240072088316,263.5544128417969,96684.109375,1959-02-22 11:00:00,266.44476318359375,261.8511657714844,68874.28125,213969.5625,1660776.875,8259341.0,0.0,8.389861111111111,191.1313888888889,190.83916666666667,0.0001467240072088316,1.3168901205062866e-05,-0.28389686346054077,1.4248886108398438,263.5544128417969,96684.109375
3,1959-02-22 12:00:00,600,POINT Z (13.24205 65.88588 0),0.434073678,79.46611115,13.24205,65.88588,00:13.8,1.0523585081100464,0.22672398388385773,267.5274963378906,265.1787109375,81340.28125,262980.0625,2332312.0,9013014.0,0.00041195351514033973,264.4832458496094,97591.6640625,1959-02-22 12:00:00,267.5274963378906,265.1787109375,81340.28125,262980.0625,2332312.0,9013014.0,3.4627777777777777,13.614027777777778,186.53753472222223,209.35361111111112,0.00041195351514033973,0.0002652295079315081,0.22672398388385773,1.0523585081100464,264.4832458496094,97591.6640625
4,1959-02-22 13:00:00,923,POINT Z (13.25929 65.69159 0),0.077134368,105.8943627,13.25929,65.69159,00:10.1,1.2658307552337646,0.35973817110061646,265.9826354980469,261.7746276855469,79902.28125,221948.0625,3026043.0,9539958.0,0.0006715428899042308,263.55804443359375,95216.3046875,1959-02-22 13:00:00,265.9826354980469,261.7746276855469,79902.28125,221948.0625,3026043.0,9539958.0,-0.39944444444444444,-11.397777777777778,192.70305555555555,146.37333333333333,0.0006715428899042308,0.0002595893747638911,0.35973817110061646,1.2658307552337646,263.55804443359375,95216.3046875
5,1959-02-22 14:00:00,1195,POINT Z (13.41216 65.49309 0),0.149303251,132.3803582,13.41216,65.49309,00:14.3,1.316657543182373,0.1310855895280838,265.14508056640625,261.986572265625,113942.28125,278936.5625,3593998.0,10066333.0,0.0006508489022962749,263.1476745605469,94962.4609375,1959-02-22 14:00:00,265.14508056640625,261.986572265625,113942.28125,278936.5625,3593998.0,10066333.0,9.455555555555556,15.83013888888889,157.76527777777778,146.21527777777777,0.0006508489022962749,-2.0693987607955933e-05,0.1310855895280838,1.316657543182373,263.1476745605469,94962.4609375
6,1959-02-22 15:00:00,1362,POINT Z (13.34201 65.27408 0),0.15096207,158.7531005,13.34201,65.27408,00:03.1,1.3405760526657104,-0.20694641768932343,265.49725341796875,261.05938720703125,84696.28125,239614.5625,3924325.0,10907166.0,0.0007279735873453319,263.9784240722656,94247.140625,1959-02-22 15:00:00,265.49725341796875,261.05938720703125,84696.28125,239614.5625,3924325.0,10907166.0,-8.123888888888889,-10.922777777777778,91.7575,233.56472222222223,0.0007279735873453319,7.712468504905701e-05,-0.20694641768932343,1.3405760526657104,263.9784240722656,94247.140625
7,1959-02-22 16:00:00,1616,POINT Z (13.30368 65.06511 0),0.220168238,185.2778047,13.30368,65.06511,00:12.6,1.7567572593688965,-0.40371960401535034,264.6385498046875,262.65472412109375,240994.28125,725156.5625,4052278.0,11732617.0,0.0006169897387735546,263.2057800292969,94822.265625,1959-02-22 16:00:00,264.6385498046875,262.65472412109375,240994.28125,725156.5625,4052278.0,11732617.0,43.416111111111114,134.87277777777777,35.5425,229.29194444444445,0.0006169897387735546,-0.00011098384857177734,-0.40371960401535034,1.7567572593688965,263.2057800292969,94822.265625
8,1959-02-22 17:00:00,1811,POINT Z (13.06797 64.88184 0),0.143583078,211.6580414,13.06797,64.88184,00:02.5,1.9516927003860474,-0.14538614451885223,266.1239013671875,265.021240234375,282706.28125,1817056.25,3910834.0,12938038.0,0.000658373988699168,264.6530456542969,94836.6015625,1959-02-22 17:00:00,266.1239013671875,265.021240234375,282706.28125,1817056.25,3910834.0,12938038.0,11.586666666666666,303.30546875,0.0,334.83916666666664,0.000658373988699168,4.13842499256134e-05,-0.14538614451885223,1.9516927003860474,264.6530456542969,94836.6015625
9,1959-02-22 18:00:00,1979,POINT Z (12.76165 64.69512 0),0.658292601,238.4825282,12.76165,64.69512,00:52.7,1.6132464408874512,0.4553765654563904,267.2459716796875,266.3457946777344,61683.27734375,1978333.5,3699755.0,14305815.0,0.0009123195777647197,266.0267333984375,96655.4375,1959-02-22 18:00:00,267.2459716796875,266.3457946777344,61683.27734375,1978333.5,3699755.0,14305815.0,-61.39527886284722,44.799236111111114,0.0,379.93805555555554,0.0009123195777647197,0.00025394558906555176,0.4553765654563904,1.6132464408874512,266.0267333984375,96655.4375
10,1959-02-22 19:00:00,2165,POINT Z (12.42873 64.53726 0),0.247012841,264.6252283,12.42873,64.53726,00:10.2,1.370474100112915,0.7351461052894592,268.6173095703125,267.8984680175781,-208721.71875,2244469.75,3244521.0,15784107.0,0.0010740903671830893,267.5157775878906,97856.125,1959-02-22 19:00:00,268.6173095703125,267.8984680175781,-208721.71875,2244469.75,3244521.0,15784107.0,-75.11249891493055,73.92673611111111,0.0,410.63666666666666,0.0010740903671830893,0.00016177078941836953,0.7351461052894592,1.370474100112915,267.5157775878906,97856.125
11,1959-02-22 20:00:00,2387,POINT Z (12.33789 64.3366 0),0.227227498,291.041355,12.33789,64.3366,00:04.9,0.9208070039749146,1.1962988376617432,267.4992370605469,266.4738464355469,-74957.71875,1683703.0,3384660.0,16983832.0,0.0013374385889619589,266.3808288574219,96947.5078125,1959-02-22 20:00:00,267.4992370605469,266.4738464355469,-74957.71875,1683703.0,3384660.0,16983832.0,37.156666666666666,-155.76854166666666,38.9275,333.25694444444446,0.0013374385889619589,0.00026334822177886963,1.1962988376617432,0.9208070039749146,266.3808288574219,96947.5078125
