,date,id,geometry,dis,ac_dis,lon,lat,time,u10,v10,t2m,skt,slhf,sshf,ssrd,strd,tp,d2m,sp,Time,t2m_i,skt_i,slhf_,sshf_,ssrd_,strd_,slhf_i,sshf_i,ssrd_i,strd_i,tp_,tp_i,v10_i,u10_i,d2m_i,sp_i
0,2020-02-22 09:00:00,0,POINT Z (14.14222 66.31375 0),0.0,0.0,14.14222,66.31375,00:00.0,0.15924552083015442,2.7280895709991455,272.5874938964844,270.8234558105469,139288.71875,1009239.0625,210743.703125,9341255.0,0.007681724615395069,270.6018981933594,92571.6796875,2020-02-22 09:00:00,272.5874938964844,270.8234558105469,139288.71875,1009239.0625,210743.703125,9341255.0,-14.026668836805555,38.580989583333334,80.93694010416667,332.25444444444446,0.00013966113328933716,0.00013966113328933716,2.7280895709991455,0.15924552083015442,270.6018981933594,92571.6796875
1,2020-02-22 10:00:00,274,POINT Z (13.80882 66.17607 0),0.365432342,26.48399232,13.80882,66.17607,00:03.9,1.0470741987228394,3.4755890369415283,273.9546203613281,272.1440734863281,88792.7109375,1148130.625,502116.6875,10537371.0,0.007821385748684406,271.8575134277344,93110.140625,2020-02-22 10:00:00,273.9546203613281,272.1440734863281,88792.7109375,1148130.625,502116.6875,10537371.0,-14.026668836805555,38.580989583333334,80.93694010416667,332.25444444444446,0.00013966113328933716,0.00013966113328933716,3.4755890369415283,1.0470741987228394,271.8575134277344,93110.140625
2,2020-02-22 11:00:00,454,POINT Z (13.55049 66.0526 0),0.096933112,52.93401758,13.55049,66.0526,00:03.3,1.3510205745697021,3.209411859512329,274.0057678222656,272.9851379394531,-100697.2890625,1291382.125,808421.6875,11715888.0,0.008079473860561848,272.0477600097656,92888.7109375,2020-02-22 11:00:00,274.0057678222656,272.9851379394531,-100697.2890625,1291382.125,808421.6875,11715888.0,-52.63611111111111,39.79208333333333,85.08472222222223,327.36583333333334,0.0002580881118774414,0.0002580881118774414,3.209411859512329,1.3510205745697021,272.0477600097656,92888.7109375
3,2020-02-22 12:00:00,600,POINT Z (13.24205 65.88588 0),0.434073678,79.46611115,13.24205,65.88588,00:13.8,1.4268707036972046,2.948453903198242,274.2242126464844,273.8262023925781,-316736.28125,1418440.125,1109606.75,12897924.0,0.008064289577305317,272.54693603515625,93601.078125,2020-02-22 12:00:00,274.2242126464844,273.8262023925781,-316736.28125,1418440.125,1109606.75,12897924.0,-60.010831163194446,35.29388888888889,83.66251736111111,328.3433333333333,-1.5184283256530762e-05,-1.5184283256530762e-05,2.948453903198242,1.4268707036972046,272.54693603515625,93601.078125
4,2020-02-22 13:00:00,923,POINT Z (13.25929 65.69159 0),0.077134368,105.8943627,13.25929,65.69159,00:10.1,1.8863370418548584,2.81333589553833,272.7867431640625,271.5838623046875,-84038.2890625,1071522.625,1813935.75,13855286.0,0.009126980789005756,271.4263000488281,91379.171875,2020-02-22 13:00:00,272.7867431640625,271.5838623046875,-84038.2890625,1071522.625,1813935.75,13855286.0,64.63833116319445,-96.36597222222223,195.64694444444444,265.9338888888889,0.0010626912117004395,0.0010626912117004395,2.81333589553833,1.8863370418548584,271.4263000488281,91379.171875
5,2020-02-22 14:00:00,1195,POINT Z (13.41216 65.49309 0),0.149303251,132.3803582,13.41216,65.49309,00:14.3,2.2754101753234863,2.5726747512817383,272.0706787109375,271.0445556640625,-131932.28125,1185500.625,2561351.75,14612610.0,0.00905714649707079,270.5946350097656,90946.0234375,2020-02-22 14:00:00,272.0706787109375,271.0445556640625,-131932.28125,1185500.625,2561351.75,14612610.0,-13.30388671875,31.660555555555554,207.61555555555555,210.36777777777777,-6.983429193496704e-05,-6.983429193496704e-05,2.5726747512817383,2.2754101753234863,270.5946350097656,90946.0234375
6,2020-02-22 15:00:00,1362,POINT Z (13.34201 65.27408 0),0.15096207,158.7531005,13.34201,65.27408,00:03.1,2.7190518379211426,2.41957950592041,270.91986083984375,269.4266662597656,84107.7109375,897129.5625,2942312.75,15555893.0,0.008352731354534626,269.8399963378906,90423.7578125,2020-02-22 15:00:00,270.91986083984375,269.4266662597656,84107.7109375,897129.5625,2942312.75,15555893.0,60.01110894097222,-80.10307291666666,105.8225,262.0230555555556,-0.0007044151425361633,-0.0007044151425361633,2.41957950592041,2.7190518379211426,269.8399963378906,90423.7578125
7,2020-02-22 16:00:00,1616,POINT Z (13.30368 65.06511 0),0.220168238,185.2778047,13.30368,65.06511,00:12.6,3.000624895095825,1.6709202527999878,271.2629699707031,270.2229309082031,-223553.28125,1367990.625,3115515.75,16406490.0,0.005966235883533955,270.28662109375,90982.75,2020-02-22 16:00:00,271.2629699707031,270.2229309082031,-223553.28125,1367990.625,3115515.75,16406490.0,-85.46138671875,130.79473958333332,48.11194444444445,236.27694444444444,-0.0023864954710006714,-0.0023864954710006714,1.6709202527999878,3.000624895095825,270.28662109375,90982.75
8,2020-02-22 17:00:00,1811,POINT Z (13.06797 64.88184 0),0.143583078,211.6580414,13.06797,64.88184,00:02.5,3.4382638931274414,1.7927005290985107,271.3738098144531,270.61431884765625,-560887.3125,1698091.625,2966629.75,17375584.0,0.00498249102383852,270.03204345703125,91017.8515625,2020-02-22 17:00:00,271.3738098144531,270.61431884765625,-560887.3125,1698091.625,2966629.75,17375584.0,-93.70389756944445,91.69472222222223,0.0,269.1927777777778,-0.0009837448596954346,-0.0009837448596954346,1.7927005290985107,3.4382638931274414,270.03204345703125,91017.8515625
9,2020-02-22 18:00:00,1979,POINT Z (12.76165 64.69512 0),0.658292601,238.4825282,12.76165,64.69512,00:52.7,3.5446724891662598,2.003206729888916,272.665283203125,272.2531433105469,-537981.3125,1790270.625,2914582.75,18475494.0,0.005495619960129261,271.9499206542969,92614.8828125,2020-02-22 18:00:00,272.665283203125,272.2531433105469,-537981.3125,1790270.625,2914582.75,18475494.0,6.362777777777778,25.60527777777778,0.0,305.53055555555557,0.000513128936290741,0.000513128936290741,2.003206729888916,3.5446724891662598,271.9499206542969,92614.8828125
